tick,pop_capital,pop_labor,nouveaux_riches,avg_innov,investments
1156,8,192,170,0.850,34
1157,8,192,171,0.850,35
1158,8,192,170,0.850,37
1159,8,192,171,0.850,43
1160,8,192,170,0.850,31
1161,8,192,172,0.850,50
1162,8,192,169,0.850,44
1163,8,192,168,0.850,32
1164,8,192,168,0.850,34
1165,8,192,168,0.850,38
1166,8,192,173,0.850,43
1167,8,192,172,0.850,39
1168,8,192,167,0.850,41
1169,8,192,169,0.850,49
1170,8,192,173,0.850,37
1171,8,192,168,0.850,41
1172,8,192,171,0.850,45
1173,8,192,172,0.850,29
1174,8,192,168,0.850,46
1175,8,192,167,0.850,45
1176,8,192,173,0.850,31
1177,8,192,169,0.850,38
1178,8,192,162,0.850,42
1179,8,192,166,0.850,51
1180,8,192,168,0.850,38
1181,8,192,172,0.850,41
1182,8,192,170,0.850,41
1183,8,192,166,0.850,44
1184,8,192,171,0.850,40
1185,8,192,164,0.850,36
1186,8,192,164,0.850,45
1187,8,192,164,0.850,41
1188,8,192,165,0.850,38
1189,8,192,163,0.850,36
1190,8,192,161,0.850,35
1191,8,192,166,0.850,47
1192,8,192,166,0.850,39
1193,8,192,172,0.850,45
1194,8,192,172,0.850,43
1195,8,192,167,0.850,37
1196,8,192,167,0.850,45
1197,8,192,165,0.850,37
1198,8,192,166,0.850,48
1199,8,192,164,0.850,44
1200,8,192,167,0.850,47
1201,8,192,165,0.850,42
1202,8,192,171,0.850,43
1203,8,192,167,0.850,39
1204,8,192,173,0.850,49
1205,8,192,166,0.850,39
1206,8,192,162,0.850,37
1207,8,192,169,0.850,42
1208,8,192,167,0.850,44
1209,8,192,174,0.850,37
1210,8,192,166,0.850,39
1211,8,192,163,0.850,49
1212,8,192,163,0.850,33
1213,8,192,164,0.850,48
1214,8,191,171,0.853,41
1215,8,192,169,0.854,36
1216,8,192,165,0.854,44
1217,8,192,168,0.854,44
1218,8,192,163,0.854,41
1219,8,192,168,0.854,39
1220,8,192,169,0.854,31
1221,8,192,169,0.854,51
1222,8,192,171,0.854,51
1223,8,192,170,0.854,39
1224,8,192,174,0.854,47
1225,8,192,176,0.854,37
1226,8,192,172,0.854,57
1227,8,192,175,0.854,41
1228,8,192,171,0.854,41
1229,8,192,167,0.854,39
1230,8,192,177,0.854,42
1231,8,192,168,0.854,40
1232,8,192,170,0.854,46
1233,8,192,172,0.854,39
1234,8,192,163,0.854,40
1235,8,192,164,0.854,36
1236,8,192,169,0.854,37
1237,8,192,164,0.854,45
1238,8,192,169,0.854,35
1239,8,192,170,0.854,37
1240,8,192,168,0.854,38
1241,8,192,173,0.854,52
1242,8,192,166,0.854,45
1243,8,192,173,0.854,37
1244,8,192,166,0.854,32
1245,8,192,169,0.854,41
1246,8,192,172,0.854,41
1247,8,192,171,0.854,41
1248,8,192,176,0.854,48
1249,8,192,174,0.854,31
1250,8,192,169,0.854,44
1251,8,192,170,0.854,47
1252,8,192,166,0.854,31
1253,8,192,165,0.854,42
1254,8,192,169,0.854,39
1255,8,192,166,0.854,32
1256,8,192,163,0.854,50
1257,8,192,169,0.854,46
1258,8,192,173,0.854,37
1259,8,192,169,0.854,33
1260,8,192,170,0.854,48
1261,8,192,162,0.854,39
1262,8,192,164,0.854,36
1263,8,192,164,0.854,41
1264,8,192,177,0.854,46
1265,8,192,170,0.854,37
1266,8,192,173,0.854,49
1267,8,192,165,0.854,35
1268,8,192,168,0.854,39
1269,8,192,173,0.854,45
1270,8,192,167,0.854,38
1271,8,192,167,0.854,41
1272,8,192,173,0.854,43
1273,8,192,167,0.854,27
1274,8,192,163,0.854,50
1275,8,192,166,0.854,37
1276,8,192,171,0.854,46
1277,8,192,172,0.854,49
1278,8,192,166,0.854,36
1279,8,192,172,0.854,39
1280,8,192,171,0.854,46
1281,8,192,170,0.854,44
1282,8,192,169,0.854,39
1283,8,191,175,0.855,62
1284,8,192,174,0.855,43
1285,8,192,168,0.855,38
1286,8,192,159,0.855,34
1287,8,192,170,0.855,43
1288,8,192,170,0.855,51
1289,8,192,167,0.855,45
1290,8,192,165,0.855,41
1291,8,192,170,0.855,45
1292,8,192,168,0.855,49
1293,8,192,171,0.855,38
1294,8,192,165,0.855,50
1295,8,191,170,0.859,37
1296,8,192,165,0.858,49
1297,8,192,170,0.858,40
1298,8,192,168,0.858,43
1299,8,192,170,0.858,39
1300,8,192,171,0.858,50
1301,8,192,170,0.858,38
1302,8,192,169,0.858,52
1303,8,192,166,0.858,43
1304,8,192,171,0.858,46
1305,8,192,166,0.858,44
1306,8,192,173,0.858,35
1307,8,192,166,0.858,44
1308,8,192,165,0.858,45
1309,8,192,170,0.858,54
1310,8,192,173,0.858,41
1311,8,192,171,0.858,41
1312,8,192,172,0.858,54
1313,8,192,170,0.858,32
1314,8,192,169,0.858,47
1315,8,192,169,0.858,42
1316,8,192,164,0.858,37
1317,8,192,172,0.858,48
1318,8,192,162,0.858,44
1319,8,192,168,0.858,50
1320,8,192,168,0.858,37
1321,8,192,167,0.858,52
1322,8,192,167,0.858,46
1323,8,192,166,0.858,37
1324,8,192,161,0.858,41
1325,8,192,168,0.858,49
1326,8,192,173,0.858,49
1327,8,192,175,0.858,50
1328,8,192,172,0.858,40
1329,8,192,167,0.858,47
1330,8,192,172,0.858,57
1331,8,192,171,0.858,38
1332,8,192,169,0.858,51
1333,8,192,171,0.858,55
1334,8,192,171,0.858,41
1335,8,192,174,0.858,43
1336,8,192,168,0.858,42
1337,8,192,170,0.858,55
1338,8,192,168,0.858,43
1339,8,192,166,0.858,56
1340,8,192,168,0.858,37
1341,8,192,169,0.858,42
1342,8,192,169,0.858,59
1343,8,192,167,0.858,43
1344,8,192,167,0.858,48
1345,8,192,166,0.858,46
1346,8,192,165,0.858,54
1347,8,192,166,0.858,41
1348,8,192,171,0.858,58
1349,8,192,167,0.858,43
1350,8,192,164,0.858,37
1351,8,192,160,0.858,51
1352,8,192,166,0.858,48
1353,8,192,171,0.858,52
1354,8,192,159,0.858,46
1355,8,192,169,0.858,55
1356,8,192,165,0.858,41
1357,8,192,172,0.858,56
1358,8,192,166,0.858,50
1359,8,192,171,0.858,55
1360,8,192,175,0.858,49
1361,8,192,167,0.858,36
1362,8,192,168,0.858,61
1363,8,192,173,0.858,49
1364,8,192,171,0.858,47
1365,8,192,162,0.858,45
1366,8,192,167,0.858,51
1367,8,192,172,0.858,56
1368,8,192,174,0.858,47
1369,8,192,171,0.858,54
1370,8,192,169,0.858,61
1371,8,192,168,0.858,38
1372,8,192,168,0.858,59
1373,8,192,159,0.858,47
1374,8,192,167,0.858,51
1375,8,192,165,0.858,51
1376,8,192,170,0.858,56
1377,8,192,173,0.858,46
1378,8,192,173,0.858,63
1379,8,192,168,0.858,48
1380,8,192,165,0.858,53
1381,8,192,171,0.858,49
1382,8,192,166,0.858,47
1383,8,192,166,0.858,55
1384,8,192,161,0.858,51
1385,8,192,177,0.858,64
1386,8,192,175,0.858,45
1387,8,192,158,0.858,47
1388,8,192,165,0.858,54
1389,8,192,174,0.858,54
1390,8,192,167,0.858,52
1391,8,192,168,0.858,52
1392,8,192,169,0.858,55
1393,8,192,172,0.858,49
1394,8,192,162,0.858,37
1395,8,192,162,0.858,57
1396,8,192,169,0.858,49
1397,8,192,166,0.858,46
1398,8,192,166,0.858,60
1399,8,192,165,0.858,44
1400,8,192,166,0.858,55
1401,8,192,167,0.858,41
1402,8,192,160,0.858,55
1403,8,192,167,0.858,50
1404,8,192,165,0.858,50
1405,8,192,169,0.858,61
1406,8,192,174,0.858,50
1407,8,192,164,0.858,47
1408,8,192,163,0.858,57
1409,8,192,171,0.858,45
1410,8,192,166,0.858,49
1411,8,192,166,0.858,59
1412,8,192,167,0.858,48
1413,8,192,172,0.858,50
1414,8,192,175,0.858,56
1415,8,192,168,0.858,51
1416,8,192,172,0.858,55
1417,8,192,161,0.858,47
1418,8,192,166,0.858,52
1419,8,192,171,0.858,45
1420,8,192,170,0.858,56
1421,8,192,164,0.858,51
1422,8,192,171,0.858,52
1423,8,192,160,0.858,48
1424,8,192,169,0.858,54
1425,8,192,171,0.858,44
1426,8,192,170,0.858,56
1427,8,192,164,0.858,52
1428,8,192,166,0.858,53
1429,8,192,171,0.858,42
1430,8,192,176,0.858,66
1431,8,192,169,0.858,56
1432,8,192,171,0.858,46
1433,8,192,173,0.858,62
1434,8,192,167,0.858,51
1435,8,192,172,0.858,45
1436,8,192,165,0.858,59
1437,8,192,173,0.858,60
1438,8,192,171,0.858,49
1439,8,192,170,0.858,52
1440,8,192,170,0.858,55
1441,8,192,165,0.858,48
1442,8,192,167,0.858,60
1443,8,192,168,0.858,50
1444,8,192,172,0.858,59
1445,8,192,174,0.858,57
1446,8,192,171,0.858,50
1447,8,192,168,0.858,54
1448,8,192,162,0.858,42
1449,8,192,169,0.858,58
1450,8,192,169,0.858,50
1451,8,192,163,0.858,59
1452,8,192,163,0.858,53
1453,8,192,180,0.858,53
1454,8,192,171,0.858,53
1455,8,192,172,0.858,53
1456,8,192,173,0.858,52
1457,8,192,170,0.858,54
1458,8,192,171,0.858,48
1459,8,192,169,0.858,52
1460,8,192,164,0.858,45
1461,8,192,171,0.858,49
1462,8,192,169,0.858,47
1463,8,192,169,0.858,67
1464,8,192,165,0.858,43
1465,8,192,168,0.858,60
1466,8,192,165,0.858,44
1467,8,192,163,0.858,42
1468,8,192,167,0.858,67
1469,8,192,167,0.858,50
1470,8,192,165,0.858,57
1471,8,192,166,0.858,44
1472,8,192,159,0.858,54
1473,8,192,170,0.858,48
1474,8,192,169,0.858,57
1475,8,192,170,0.858,49
1476,8,192,166,0.858,58
1477,8,192,168,0.858,40
1478,8,192,164,0.858,58
1479,8,192,168,0.858,47
1480,8,192,167,0.858,52
1481,8,192,169,0.858,62
1482,8,192,168,0.858,49
1483,8,192,164,0.858,53
1484,8,192,167,0.858,53
1485,8,192,162,0.858,51
1486,8,192,170,0.858,59
1487,8,192,168,0.858,60
1488,8,192,170,0.858,49
1489,8,192,171,0.858,52
1490,8,192,158,0.858,49
1491,8,192,168,0.858,55
1492,8,192,168,0.858,54
1493,8,192,166,0.858,57
1494,8,192,169,0.858,53
1495,8,192,168,0.858,58
1496,8,192,168,0.858,58
1497,8,192,162,0.858,51
1498,8,192,166,0.858,50
1499,8,191,165,0.860,55
1500,8,192,161,0.859,39
1501,8,192,167,0.859,53
1502,8,192,173,0.859,60
1503,8,192,174,0.859,63
1504,8,192,171,0.859,48
1505,8,192,171,0.859,54
1506,8,192,173,0.859,41
1507,8,192,167,0.859,56
1508,8,192,170,0.859,55
1509,8,192,163,0.859,44
1510,8,192,169,0.859,58
1511,8,192,174,0.859,51
1512,8,192,168,0.859,50
1513,8,192,166,0.859,46
1514,8,192,164,0.859,54
1515,8,192,165,0.859,57
1516,8,192,166,0.859,49
1517,8,192,169,0.859,56
1518,8,192,168,0.859,53
1519,8,192,170,0.859,51
1520,8,192,170,0.859,56
1521,8,192,162,0.859,43
1522,8,192,159,0.859,49
1523,8,192,170,0.859,66
1524,8,192,176,0.859,55
1525,8,191,173,0.861,50
1526,8,192,159,0.861,53
1527,8,192,172,0.861,51
1528,8,192,173,0.861,51
1529,8,192,171,0.861,63
1530,8,192,169,0.861,48
1531,8,192,168,0.861,60
1532,8,192,160,0.861,53
1533,8,192,165,0.861,49
1534,8,192,175,0.861,54
1535,8,192,167,0.861,54
1536,8,192,163,0.861,51
1537,8,192,165,0.861,60
1538,8,192,157,0.861,43
1539,8,192,164,0.861,55
1540,8,192,162,0.861,43
1541,8,192,165,0.861,56
1542,8,192,165,0.861,53
1543,8,192,171,0.861,48
1544,8,192,168,0.861,65
1545,8,192,176,0.861,50
1546,8,192,166,0.861,59
1547,8,192,174,0.861,53
1548,8,192,159,0.861,48
1549,8,192,171,0.861,50
1550,8,192,171,0.861,52
1551,8,192,165,0.861,52
1552,8,192,171,0.861,53
1553,8,192,164,0.861,51
1554,8,191,171,0.862,53
1555,8,192,165,0.862,60
1556,8,192,162,0.862,50
1557,8,192,171,0.862,53
1558,8,192,174,0.862,51
1559,8,192,168,0.862,49
1560,8,192,168,0.862,60
1561,8,192,167,0.862,50
1562,8,192,170,0.862,51
1563,8,192,169,0.862,63
1564,8,192,172,0.862,51
1565,8,192,168,0.862,52
1566,8,192,172,0.862,60
1567,8,192,172,0.862,49
1568,8,192,160,0.862,42
1569,8,192,169,0.862,55
1570,8,192,171,0.862,43
1571,8,192,175,0.862,45
1572,8,192,172,0.862,40
1573,8,192,171,0.862,52
1574,8,192,167,0.862,45
1575,8,192,172,0.862,60
1576,8,192,169,0.862,44
1577,8,192,173,0.862,49
1578,8,192,172,0.862,47
1579,8,192,165,0.862,52
1580,8,192,168,0.862,38
1581,8,192,169,0.862,44
1582,8,192,166,0.862,46
1583,8,192,168,0.862,53
1584,8,192,167,0.862,42
1585,8,192,169,0.862,56
1586,8,192,176,0.862,42
1587,8,192,171,0.862,51
1588,8,192,167,0.862,47
1589,8,192,169,0.862,42
1590,8,192,171,0.862,38
1591,8,192,167,0.862,59
1592,8,192,169,0.862,41
1593,8,192,168,0.862,46
1594,8,192,171,0.862,48
1595,8,192,163,0.862,50
1596,8,192,171,0.862,45
1597,8,192,176,0.862,56
1598,8,192,168,0.862,41
1599,8,192,167,0.862,67
1600,8,192,171,0.862,38
1601,8,192,169,0.862,46
1602,8,192,173,0.862,58
1603,8,192,177,0.862,48
1604,8,192,174,0.862,49
1605,8,192,175,0.862,49
1606,8,192,167,0.862,38
1607,8,192,169,0.862,54
1608,8,192,164,0.862,35
1609,8,192,171,0.862,59
1610,8,192,170,0.862,39
1611,8,192,169,0.862,54
1612,8,192,175,0.862,49
1613,8,192,174,0.862,50
1614,8,192,174,0.862,49
1615,8,192,171,0.862,53
1616,8,192,167,0.862,40
1617,8,192,164,0.862,38
1618,8,192,171,0.862,45
1619,8,192,167,0.862,49
1620,8,192,167,0.862,41
1621,8,192,173,0.862,52
1622,8,192,174,0.862,43
1623,8,192,173,0.862,60
1624,8,192,170,0.862,41
1625,8,192,171,0.862,53
1626,8,192,172,0.862,42
1627,8,192,172,0.862,50
1628,8,192,179,0.862,43
1629,8,192,177,0.862,62
1630,8,191,177,0.864,41
1631,8,192,168,0.864,54
1632,8,192,169,0.864,43
1633,8,192,168,0.864,46
1634,8,192,167,0.864,49
1635,8,192,175,0.864,53
1636,8,192,178,0.864,47
1637,8,192,168,0.864,43
1638,8,192,163,0.864,50
1639,8,192,166,0.864,42
1640,8,192,166,0.864,51
1641,8,192,173,0.864,50
1642,8,192,174,0.864,44
1643,8,192,171,0.864,55
1644,8,192,174,0.864,39
1645,8,192,174,0.864,61
1646,8,192,170,0.864,40
1647,8,192,167,0.864,47
1648,8,191,177,0.866,57
1649,8,192,175,0.867,36
1650,8,192,172,0.867,47
1651,8,192,175,0.867,58
1652,8,192,174,0.867,46
1653,8,192,171,0.867,45
1654,8,192,177,0.867,59
1655,8,192,178,0.867,54
1656,8,192,170,0.867,43
1657,8,192,174,0.867,51
1658,8,192,174,0.867,51
1659,8,192,177,0.867,55
1660,8,192,173,0.867,49
1661,8,192,173,0.867,53
1662,8,192,170,0.867,36
1663,8,192,171,0.867,63
1664,8,192,176,0.867,42
1665,8,192,171,0.867,49
1666,8,192,162,0.867,44
1667,8,192,180,0.867,60
1668,8,192,168,0.867,46
1669,8,192,168,0.867,50
1670,8,192,173,0.867,54
1671,8,192,172,0.867,49
1672,8,192,172,0.867,48
1673,8,192,171,0.867,55
1674,8,192,170,0.867,35
1675,8,192,173,0.867,59
1676,8,192,171,0.867,37
1677,8,192,169,0.867,56
1678,8,192,170,0.867,43
1679,8,192,171,0.867,45
1680,8,192,179,0.867,66
1681,8,192,174,0.867,52
1682,8,192,173,0.867,46
1683,8,192,173,0.867,54
1684,8,192,171,0.867,51
1685,8,192,174,0.867,60
1686,8,192,176,0.867,46
1687,8,192,176,0.867,54
1688,8,192,179,0.867,53
1689,8,192,176,0.867,45
1690,8,192,173,0.867,51
1691,8,192,170,0.867,65
1692,8,192,172,0.867,56
1693,8,192,172,0.867,58
1694,8,192,178,0.867,47
1695,8,192,168,0.867,54
1696,8,192,172,0.867,54
1697,8,192,175,0.867,40
1698,8,192,167,0.867,57
1699,8,192,171,0.867,55
1700,8,192,177,0.867,51
1701,8,192,173,0.867,54
1702,8,192,170,0.867,52
1703,8,192,173,0.867,56
1704,8,192,176,0.867,49
1705,8,192,164,0.867,51
1706,8,192,168,0.867,44
1707,8,192,162,0.867,47
1708,8,192,170,0.867,58
1709,8,192,165,0.867,41
1710,8,192,173,0.867,65
1711,8,192,164,0.867,50
1712,8,192,167,0.867,51
1713,8,192,173,0.867,56
1714,8,192,169,0.867,49
1715,8,192,174,0.867,44
1716,8,192,166,0.867,48
1717,8,192,171,0.867,47
1718,8,192,174,0.867,51
1719,8,192,167,0.867,45
1720,8,192,178,0.867,52
1721,8,192,165,0.867,42
1722,8,192,175,0.867,67
1723,8,192,176,0.867,46
1724,8,192,170,0.867,51
1725,8,192,172,0.867,56
1726,8,192,174,0.867,52
1727,8,192,173,0.867,42
1728,8,192,171,0.867,59
1729,8,192,176,0.867,56
1730,8,192,168,0.867,50
1731,8,192,171,0.867,50
1732,8,192,173,0.867,48
1733,8,192,170,0.867,41
1734,8,192,169,0.867,43
1735,8,192,175,0.867,54
1736,8,192,174,0.867,43
1737,8,192,173,0.867,54
1738,8,192,170,0.867,51
1739,8,192,169,0.867,38
1740,8,192,164,0.867,53
1741,8,192,162,0.867,44
1742,8,192,170,0.867,51
1743,8,192,166,0.867,42
1744,8,192,164,0.867,50
1745,8,192,163,0.867,41
1746,8,192,160,0.867,46
1747,8,192,162,0.867,41
1748,8,192,156,0.867,42
1749,8,192,169,0.867,41
1750,8,192,159,0.867,49
1751,8,192,165,0.867,43
1752,8,192,158,0.867,43
1753,8,192,163,0.867,42
1754,8,192,166,0.867,47
1755,8,192,167,0.867,46
1756,7,192,163,0.867,45
1757,7,193,171,0.866,51
1758,7,193,171,0.866,39
1759,7,193,171,0.866,57
1760,7,193,163,0.866,37
1761,7,193,165,0.866,51
1762,7,193,167,0.866,47
1763,7,193,169,0.866,52
1764,7,193,172,0.866,48
1765,7,193,175,0.866,67
1766,7,193,167,0.866,43
1767,7,193,171,0.866,54
1768,7,193,172,0.866,51
1769,7,193,168,0.866,44
1770,7,193,165,0.866,53
1771,7,193,176,0.866,44
1772,7,193,169,0.866,48
1773,7,193,175,0.866,56
1774,7,193,164,0.866,54
1775,7,193,175,0.866,50
1776,7,193,173,0.866,50
1777,7,193,169,0.866,47
1778,7,193,165,0.866,50
1779,7,193,166,0.866,57
1780,7,193,163,0.866,45
1781,7,193,171,0.866,53
1782,7,193,174,0.866,47
1783,7,193,168,0.866,59
1784,7,193,174,0.866,59
1785,7,193,170,0.866,43
1786,7,193,164,0.866,56
1787,7,193,171,0.866,51
1788,7,193,169,0.866,45
1789,7,193,173,0.866,56
1790,7,193,168,0.866,49
1791,7,193,171,0.866,62
1792,7,193,178,0.866,58
1793,7,193,179,0.866,62
1794,7,193,176,0.866,52
1795,7,193,178,0.866,62
1796,7,193,167,0.866,43
1797,7,193,171,0.866,58
1798,7,193,175,0.866,55
1799,7,193,161,0.866,51
1800,7,193,177,0.866,54
1801,7,193,168,0.866,51
1802,7,193,170,0.866,52
1803,7,193,165,0.866,49
1804,7,193,167,0.866,48
1805,7,193,180,0.866,69
1806,7,193,166,0.866,42
1807,7,193,175,0.866,74
1808,7,193,178,0.866,49
1809,7,193,177,0.866,57
1810,7,193,165,0.866,54
1811,7,193,173,0.866,48
1812,7,193,172,0.866,55
1813,7,193,177,0.866,58
1814,7,193,169,0.866,42
1815,7,193,170,0.866,60
1816,7,193,168,0.866,49
1817,7,193,170,0.866,65
1818,7,193,171,0.866,55
1819,7,193,169,0.866,46
1820,7,193,166,0.866,47
1821,7,193,167,0.866,54
1822,7,193,171,0.866,56
1823,7,193,168,0.866,52
1824,7,193,174,0.866,55
1825,7,193,168,0.866,59
1826,7,193,175,0.866,61
1827,7,193,172,0.866,56
1828,7,193,171,0.866,45
1829,7,193,164,0.866,52
1830,7,193,165,0.866,54
1831,7,193,170,0.866,60
1832,7,193,166,0.866,50
1833,7,193,177,0.866,57
1834,7,193,173,0.866,53
1835,7,193,168,0.866,69
1836,7,193,167,0.866,34
1837,7,193,171,0.866,64
1838,7,193,171,0.866,46
1839,7,193,174,0.866,62
1840,7,193,173,0.866,57
1841,7,193,172,0.866,60
1842,7,193,166,0.866,41
1843,7,193,166,0.866,64
1844,7,193,170,0.866,52
1845,7,193,166,0.866,70
1846,7,193,169,0.866,44
1847,7,193,167,0.866,63
1848,7,193,176,0.866,54
1849,7,193,164,0.866,50
1850,7,193,170,0.866,64
1851,7,193,171,0.866,55
1852,7,193,169,0.866,62
1853,7,193,168,0.866,71
1854,7,193,171,0.866,49
1855,7,193,166,0.866,64
1856,7,193,173,0.866,63
1857,7,193,173,0.866,57
1858,7,193,174,0.866,65
1859,7,193,179,0.866,57
1860,7,193,163,0.866,58
1861,7,193,174,0.866,67
1862,7,193,161,0.866,39
1863,7,193,166,0.866,56
1864,7,193,169,0.866,51
1865,7,193,161,0.866,63
1866,7,193,171,0.866,53
1867,7,193,166,0.866,61
1868,7,193,171,0.866,60
1869,7,193,174,0.866,55
1870,7,193,170,0.866,54
1871,7,193,165,0.866,67
1872,7,193,166,0.866,41
1873,7,193,163,0.866,47
1874,7,193,169,0.866,57
1875,7,193,177,0.866,73
1876,7,193,172,0.866,56
1877,7,193,170,0.866,50
1878,7,193,167,0.866,48
1879,7,193,165,0.866,53
1880,7,193,172,0.866,67
1881,7,193,175,0.866,58
1882,7,193,178,0.866,56
1883,7,193,172,0.866,51
1884,7,193,167,0.866,48
1885,7,193,168,0.866,48
1886,7,193,173,0.866,66
1887,7,193,171,0.866,42
1888,7,193,168,0.866,56
1889,7,193,171,0.866,54
1890,7,193,171,0.866,49
1891,7,193,169,0.866,59
1892,7,193,167,0.866,48
1893,7,193,172,0.866,51
1894,7,193,171,0.866,61
1895,7,193,173,0.866,50
1896,7,193,168,0.866,57
1897,7,193,169,0.866,54
1898,7,193,175,0.866,65
1899,7,193,169,0.866,52
1900,7,193,168,0.866,54
1901,7,193,171,0.866,57
1902,7,193,166,0.866,53
1903,7,193,162,0.866,53
1904,7,193,164,0.866,56
1905,7,193,164,0.866,51
1906,7,193,167,0.866,63
1907,7,193,170,0.866,52
1908,7,193,167,0.866,57
1909,7,193,168,0.866,58
1910,7,193,173,0.866,52
1911,7,193,165,0.866,53
1912,7,193,165,0.866,73
1913,7,193,173,0.866,60
1914,7,193,167,0.866,53
1915,7,193,169,0.866,57
1916,7,193,168,0.866,70
1917,7,193,169,0.866,46
1918,7,193,165,0.866,62
1919,7,193,174,0.866,61
1920,7,193,167,0.866,56
1921,7,193,169,0.866,64
1922,7,193,166,0.866,59
1923,7,193,170,0.866,49
1924,7,193,159,0.866,60
1925,7,193,164,0.866,54
1926,7,193,169,0.866,61
1927,7,193,173,0.866,64
1928,7,193,170,0.866,47
1929,7,193,166,0.866,71
1930,7,193,168,0.866,58
1931,7,193,169,0.866,54
1932,7,193,170,0.866,65
1933,7,193,168,0.866,54
1934,7,193,165,0.866,61
1935,7,193,170,0.866,59
1936,7,193,162,0.866,50
1937,7,193,167,0.866,63
1938,7,193,167,0.866,51
1939,7,193,167,0.866,58
1940,7,193,165,0.866,49
1941,7,193,169,0.866,60
1942,7,193,173,0.866,59
1943,7,193,169,0.866,57
1944,7,193,170,0.866,66
1945,7,193,164,0.866,48
1946,7,193,167,0.866,64
1947,7,193,171,0.866,61
1948,7,193,168,0.866,64
1949,7,193,168,0.866,53
1950,7,193,160,0.866,54
1951,7,193,173,0.866,68
1952,7,193,173,0.866,71
1953,7,193,167,0.866,46
1954,7,193,170,0.866,67
1955,7,193,167,0.866,54
1956,7,193,169,0.866,60
1957,7,193,171,0.866,68
1958,7,193,172,0.866,63
1959,7,193,172,0.866,61
1960,7,193,173,0.866,67
1961,7,193,162,0.866,57
1962,7,193,164,0.866,50
1963,7,193,161,0.866,58
1964,7,193,171,0.866,56
1965,7,193,171,0.866,55
1966,7,193,176,0.866,62
1967,7,193,166,0.866,58
1968,7,193,167,0.866,45
1969,7,193,166,0.866,69
1970,7,193,167,0.866,66
1971,7,193,169,0.866,49
1972,7,193,165,0.866,72
1973,7,193,174,0.866,57
1974,7,193,164,0.866,51
1975,7,193,171,0.866,62
1976,7,193,164,0.866,62
1977,7,193,169,0.866,53
1978,7,193,166,0.866,61
1979,7,193,171,0.866,59
1980,7,193,170,0.866,59
1981,7,193,162,0.866,63
1982,7,193,169,0.866,61
1983,7,193,167,0.866,51
1984,7,193,173,0.866,62
1985,7,193,169,0.866,72
1986,7,193,170,0.866,53
1987,7,193,170,0.866,56
1988,7,193,170,0.866,71
1989,7,193,169,0.866,51
1990,7,193,170,0.866,64
1991,7,193,172,0.866,67
1992,7,193,171,0.866,53
1993,7,193,170,0.866,72
1994,7,193,167,0.866,52
1995,7,193,170,0.866,70
1996,7,193,173,0.866,65
1997,7,193,172,0.866,55
1998,7,193,157,0.866,54
1999,7,193,168,0.866,71
2000,7,193,170,0.866,51
